"species","year","prey.species","prey.sex","prey.age","prey.mass","prey.size","edible.biomass","nonedible.biomass","prey.taste"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"subadult",11.5,"small",10.4,1.1,"delicious"
"leopard",2015,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"subadult",11.5,"small",10.4,1.1,"delicious"
"leopard",2014,"Duiker, common",NA,"subadult",11.5,"small",10.4,1.1,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"subadult",11.5,"small",10.4,1.1,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"subadult",11.5,"small",10.4,1.1,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"subadult",11.5,"small",10.4,1.1,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"subadult",11.5,"small",10.4,1.1,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2015,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"subadult",11.5,"small",10.4,1.1,"delicious"
"leopard",2013,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"subadult",11.5,"small",10.4,1.1,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"subadult",11.5,"small",10.4,1.1,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2014,"Duiker, common",NA,"subadult",11.5,"small",10.4,1.1,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2013,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"subadult",11.5,"small",10.4,1.1,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2015,"Duiker, common",NA,"juvenile",4.9,"small",4.4,0.5,"delicious"
"leopard",2014,"Duiker, common",NA,"adult",16.5,"small",14.9,1.6,"delicious"
"leopard",2013,"Francolin, crested",NA,"adult",0.4,"small",0.4,0,"delicious"
"leopard",2014,"Genet, large spotted",NA,"subadult",1.2,"small",1.1,0.0999999999999999,"delicious"
"leopard",2015,"Giraffe",NA,"juvenile",303,"large",212.1,90.9,"bad"
"leopard",2015,"Goose, Egyptian",NA,"juvenile",0.6,"small",0.5,0.1,"delicious"
"leopard",2014,"Guineafowl, helmeted",NA,"adult",1.3,"small",1.2,0.1,"delicious"
"leopard",2014,"Guineafowl, helmeted",NA,"adult",1.3,"small",1.2,0.1,"delicious"
"leopard",2015,"Guineafowl, helmeted",NA,"adult",1.3,"small",1.2,0.1,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2014,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2013,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2014,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2014,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"juvenile",0.7,"small",0.6,0.1,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2014,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2013,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2014,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2014,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2014,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2014,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"subadult",1.7,"small",1.5,0.2,"delicious"
"leopard",2015,"Hare, scrub",NA,"adult",2.4,"small",2.2,0.2,"delicious"
"leopard",2015,"Hyaena, spotted","male","subadult",43.8,"medium",35,8.8,"neutral"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
